date|team|acquired|relinquished|notes
2000-09-08|Sabres|Randy Cunneyworth||hired as AHL coach
2000-09-19|Blues|Joel Quenneville||re-signed as head coach to a 3-year contract extension
2000-10-05|Canadiens|Alain Vigneault||re-signed as head coach to a 1-year contract extension
2000-10-10|Capitals|Ron Wilson (Laurence)||re-signed as head coach to a contract extension
2000-10-18|Senators|Jacques Martin||re-signed as head coach to a multi-year contract
2000-10-25|Blackhawks||Don Jackson|fired as assistant coach
2000-10-25|Blackhawks|Al MacAdam||hired as assistant coach
2000-10-25|Bruins||Pat Burns|fired as head coach
2000-10-25|Bruins|Mike Keenan (a)||hired as head coach
2000-11-20|Canadiens||Alain Vigneault|fired as head coach
2000-11-20|Canadiens|Guy Carbonneau||hired as assistant coach
2000-11-20|Canadiens|Michel Therrien||hired as head coach
2000-11-27|Canadiens|Rick Green||hired as assistant coach
2000-12-10|Flyers||Craig Ramsay|fired as head coach
2000-12-10|Flyers|Bill Barber||promoted to head coach
2000-12-14|Mighty Ducks||Craig Hartsburg|fired as head coach
2000-12-14|Mighty Ducks|Guy Charron||promoted to head coach
2000-12-15|Flyers|E.J. McGuire||hired as assistant coach
2000-12-22|Mighty Ducks|Kelly Miller||hired as assistant coach
2000-12-22|Mighty Ducks|Terry Simpson||promoted to associate coach
2000-12-28|Panthers||Terry Murray|fiired as head coach
2000-12-28|Panthers|Duane Sutter||promoted to interim head coach
2001-01-06|Lightning||Steve Ludzik|fired as head coach
2001-01-06|Lightning|John Tortorella||promoted to head coach
2001-01-16|Blackhawks|Zinetula Bilyaletdinov||hired as developmental coach
2001-01-17|Lightning|Craig Ramsay||hired as associate coach
2001-02-17|Coyotes|Pat Conacher (a)||hired as assistant coach
2001-02-22|Oilers|Pete Peeters||hired as goaltending coach
2001-03-04|Islanders||Butch Goring|fired as head coach
2001-03-04|Islanders|Lorne Henning||promoted to interim head coach
2001-03-14|Flames||Don Hay|fired as head coach
2001-03-14|Flames|Brian Skrudland||hired as assistant coach
2001-03-14|Flames|Greg Gilbert||promoted to (interim?) head coach
2001-03-30|Canadiens|Michel Therrien||re-signed as head coach to a 1-year contract extension through 2001-02
2001-04-09|Mighty Ducks||Guy Charron|fired as head coach
2001-05-01|Flames|Greg Gilbert||re-signed as head coach to a 2-year contract with a 1-year team option
2001-05-03|Blackhawks||Zinetula Bilyaletdinov|resigned as assistant coach (date 05-25 per USAT)
2001-05-03|Blackhawks|Brian Sutter||hired as head coach
2001-05-09|Bruins|Robbie Ftorek||hired as head coach
2001-05-14|Canadiens|Rick Green||re-signed as assistant coach
2001-05-21|Islanders|Peter Laviolette||hired as head coach
2001-05-22|Flyers|E.J. McGuire||re-signed as assistant coach to a multi-year contract extension
2001-05-22|Flyers|Bill Barber||re-signed as head coach to a multi-year contract extension
2001-05-24|Lightning|Eric Lawson||hired as strength & conditioning coach
2001-05-25|Mighty Ducks|Bryan Murray||hired as head coach
2001-06-07|Red Wings|William Bowman / Scotty Bowman||re-signed as head coach through 2001-02
2001-06-09|Devils||Kurt Kleinendorst|replaced as assistant coach
2001-06-11|Panthers|Duane Sutter||promoted to to head coach, signed to a multi-year contract
2001-06-12|Canadiens|2001 sixth round pick (#171-Eric Himelfarb)||received from Wild as compensation for head coach Jacques Lemaire
2001-06-12|Kings|Andy Murray||re-signed as head coach to a 2-year contract extension
2001-06-12|Wild||2001 sixth round pick (#171-Eric Himelfarb)|sent to Canadiens as compensation for head coach Jacques Lemaire
2001-06-18|Bruins|John Whiteside||hired as strength and conditioning coach
2001-06-20|Mighty Ducks|Guy Charron||hired as assistant coach
2001-06-22|Senators|Don Jackson||hired as assistant coach
2001-06-24|Panthers|Paul Baxter||hired as assistant coach
2001-06-26|Thrashers|Steve Weeks||hired as assistant coach
2001-06-26|Thrashers|Tim Bothwell||hired as assistant coach
2001-06-28||Stan Smyl||hired as AHL head coach
2001-06-28|Bruins|Wayne Cashman||hired as assistant coach, signed to a 3-year contract
2001-06-28|Bruins|Jim Hughes||hired as assistant coach, signed to a 3-year contract
2001-06-28|Stars|Don Hay||hired as coach
2001-07-13|Avalanche|Bob Hartley||re-signed as head coach to a 3-year contract
2001-07-24||Nick Fotiu||hired as assistant coach of Cleveland (AHL)
2001-08-03|Devils|Bob Carpenter / Bobby Carpenter||hired as AHL head coach
2001-08-03|Devils|Jay Leach||hired as assistant coach
2001-08-03|Devils|Jamie Leach||hired as assistant coach
2001-08-04||Chris Terreri||hired as assistant coach of Albany (AHL)
2001-08-11|||David Wilkie|signed as a free agent by Augusta (ECHL) and named player/assistant coach
2001-08-14|Islanders|Kelly Miller||hired as assistant coach
2001-08-22|Islanders|Billy Smith||hired as goaltending coach
2001-08-25|||Brad Lauer|signed as a free agent by Sheffield (Britain) and named assistant playing coach
2001-08-31|Avalanche|Eric Lacroix||hired as video coach
2001-09-12|Flames|Wendell Young||hired as goaltending coach
2001-10-05|Kings|Bruce Boudreau||re-signed as AHL head coach to a contract extension
2001-10-14|Penguins||Ivan Hlinka|fired as head coach
2001-10-14|Penguins|Rick Kehoe||hired as head coach
2001-10-23|Canucks|Marc Crawford||re-signed as head coach to a contract extension through 2003-04
2001-11-17|Canadiens|Michel Therrien||re-signed as head coach to a 1-year contract extension
2002-01-28|Devils||Viacheslav Fetisov / Vyacheslav Fetisov (NYT) / Slava Fetisov|replaced as assistant coach
2002-01-28|Devils||Jay Leach|replaced as assistant coach
2002-01-28|Devils||Larry Robinson|fired as head coach
2002-01-28|Devils|John Cunniff||hired as assistant coach
2002-01-28|Devils|Kevin Constantine||hired as head coach
2002-01-28|Devils|Kurt Kleinendorst||hired as assistant coach
2002-02-25|Devils|Larry Robinson||hired as assistant coach for the remainder of the season
2002-04-08|Senators|Roger Neilson||hired as head coach
2002-04-15|Rangers||Ron Low|fired as head coach
2002-04-27|Devils||John Cunniff|replaced as assistant coach
2002-04-27|Devils||Kurt Kleinendorst|replaced as assistant coach
2002-04-27|Devils||Larry Robinson|replaced as assistant coach
2002-04-28|Flyers||Bill Barber|fired as head coach
2002-05-10|Capitals||Ron Wilson (Laurence)|fired as head coach
2002-05-13|Flyers|Ken Hitchcock||hired as head coach, signed to a 4-year contract
2002-05-16|Blues||Jim Roberts (AP HN) / Jimmy Roberts (W.) (BaltSun CBC HN LOH)|retired as assistant coach
2002-05-16|Stars|Dave Tippett||hired as head coach
2002-05-17|Senators|Jacques Martin||re-signed as head coach to a contract extension through 2003-04 season
2002-05-22|Capitals|Mike Babcock||hired as head coach
2002-05-22|Flyers|Craig Hartsburg||hired as assistant coach
2002-05-22|Stars|Andy Moog||hired as assistant coach / goaltending coach
2002-05-30|Flyers|Wayne Fleming||hired as assistant coach
2002-05-31|Bruins||Bill Armstrong|fired as AHL coach
2002-05-31|Panthers|John Torchetti||hired as head coach of AHL affiliate
2002-06-03|Stars|Mark Lamb||hired as assistant coach
2002-06-06|Rangers|Bryan Trottier||hired as head coach
2002-06-11|Flyers|Ken Hitchcock||hired as head coach (HN)
2002-06-12|Rangers|Jim Schoenfeld||hired as assistant coach
2002-06-12|Rangers|Terry O'Reilly||hired as assistant coach
2002-06-13|Devils||Kevin Constantine|fired as head coach
2002-06-13|Devils|Pat Burns||hired as head coach
2002-06-14|Coyotes|Marty McSorley||hired as AHL coach
2002-06-18|Avalanche|Tony Granato||hired as assistant coach (date 07-18 per hockeynut.com)
2002-06-18|Hurricanes|Paul Maurice||re-signed as head coach to a multi-year contract
2002-06-18|Hurricanes|Randy Ladouceur||re-signed as assistant coach to a multi-year contract
2002-06-18|Hurricanes|Kevin McCarthy||re-signed as assistant coach to a multi-year contract
2002-06-25|Blues|Don Lever||hired as assistant coach
2002-06-25|Capitals|Bruce Cassidy||hired as head coach
2002-06-25|Capitals|Butch Cassidy||hired as head coach
2002-06-27||Ryan McGill||hired as AHL head coach
2002-06-27||Nick Fotiu||hired as assistant coach by Hartford (AHL)
2002-06-27|Blackhawks|Vladislav Tretiak||re-signed as goaltending coach
2002-06-27|Canadiens|Guy Charron||hired as assistant coach
2002-06-27|Panthers|Scott Allen||hired as AHL assistant coach
2002-07-01|Rangers|Jim Schoenfeld||hired as assistant coach (date approximate)
2002-07-02|Wild|Cam Stewart||hired as AHL assistant coach
2002-07-05||Todd Nelson||hired as AHL assistant coach
2002-07-10|Coyotes|Bob Francis||re-signed as head coach to a 4-year contract
2002-07-10|Sharks|Warren Strelow||re-signed as goaltending coach
2002-07-11|Devils|Bob Carpenter / Bobby Carpenter||promoted to assistant coach
2002-07-11|Mighty Ducks|Paul MacLean||hired as assistant coach
2002-07-11|Mighty Ducks|Lorne Henning||hired as assistant coach
2002-07-15|Capitals|Glen Hanlon||hired as assistant coach
2002-07-15|Capitals|Randy Carlyle||hired as assistant coach
2002-07-16|Devils|Dennis Gendron||hired as AHL coach
2002-07-17|||Mike Stothers|hired as head coach of Owen Sound (OHL)
2002-07-17|Blue Jackets|Gord Murphy||hired as assistant coach
2002-07-17|Kings|John Van Boxmeer||hired as assistant coach
2002-07-17|Red Wings|Dave Lewis||hired as head coach
2002-07-17|Red Wings|Joe Kocur / Joey Kocur||hired as assistant coach
2002-07-17|Red Wings|Barry Smith||team annouced will remain as associate coach
2002-07-19||Brad Shaw||hired as AHL head coach
2002-07-23||John Paddock||hired as head coach of Binghampton (AHL)
2002-07-25|Blue Jackets|Gary Agnew||re-signed as AHL head coach to a contract extension through 2003-04
2002-07-25|Blue Jackets|Ross Yates||re-signed as AHL assistant coach to a contract extension through 2003-04
2002-07-26|Sabres|Scott Arniel||hired as assistant coach
2002-07-29|Bruins|Mike Sullivan (B.)||hired as AHL head coach
2002-07-30|Mighty Ducks|Darryl Williams||hired as AHL assistant coach
2002-08-01|Canadiens|Clement Jodoin||re-signed as assistant coach to a 2-year contract
2002-08-01|Canadiens|Michel Therrien||re-signed as head coach to a 2-year contract
2002-08-01|Canadiens|Roland Melanson||re-signed as assistant coach to a 2-year contract
2002-08-01|Canadiens|Rick Green||re-signed as assistant coach to a 2-year contract
2002-08-16|Panthers|Mike Keenan (a)||re-signed as head coach to a 2-year contract extension with two 1-year team options
2002-08-21|Devils|Gates Orlando||hired as AHL assistant coach
2002-08-21|Panthers|Clint Malarchuk||hired as goaltending coach
2002-09-29|Devils|John MacLean||hired as assistant coach
2002-11-14|Lightning|Craig Ramsey||team exercised contract option as associate coach for 2003-04
2002-11-14|Lightning|Eric Lawson||team exercised contract option as strength & conditioning coach for 03-04
2002-11-14|Lightning|Nigel Kirwan||team exercised contract option as video coach for 03-04
2002-11-14|Lightning|Jeff Reese||team exercised contract option on assistant coach for 2003-04
2002-11-14|Lightning|John Tortorella||team exercised contract option on head coach for 2003-04
2002-12-01|Sharks||Lorne Molleken|fired as assistant coach
2002-12-01|Sharks||Rich Preston|fired as assistant coach
2002-12-01|Sharks||Darryl Sutter|fired as head coach
2002-12-01|Sharks|Cap Raeder||hired as co-head coach
2002-12-01|Sharks|Doug Wilson||hired as co-head coach
2002-12-03|Flames||Brad McCrimmon|fired as assistant coach
2002-12-03|Flames||Greg Gilbert|fired as head coach
2002-12-03|Flames|Al MacNeil||hired as interim head coach
2002-12-04|Sharks|Ron Wilson (Laurence)||hired as head coach
2002-12-05|Sharks|Rob Zettler||hired as assistant coach
2002-12-06|Sharks|Tim Hunter||hired as assistant coach
2002-12-18|Avalanche||Bob Hartley|fired as head coach
2002-12-18|Avalanche|Tony Granato||promoted to head coach
2002-12-26|Thrashers||Curt Fraser|fired as head coach
2002-12-26|Thrashers||Tim Bothwell|fired as assistant coach
2002-12-26|Thrashers|Don Waddell||hired as interim head coach
2002-12-28|Flames|Darryl Sutter||hired as head coach
2003-01-02|Flames|Jim Playfair||hired as assistant coach
2003-01-07|Blue Jackets||Dave King|fired as head coach
2003-01-07|Blue Jackets|Doug MacLean||named interim head coach for the remainder of the season (in addition to president & GM)
2003-01-09|Flames|Yvon Vautour (HN LOH) / Yvan Vautour (AP) / Yvon Vantour (AP)||hired as AHL assistant coach
2003-01-14|Thrashers|Bob Hartley||hired as head coach
2003-01-15|Avalanche|Rick Tocchet||hired as assistant coach
2003-01-16|Lightning|Kevin Hodson||hired as coach/scout in organization
2003-01-17|Canadiens||Michel Therrien|fired as head coach
2003-01-17|Canadiens|Claude Julien||hired as head coach
2003-01-17|Canadiens||2003 fifth round pick (#147-Kalle Olsson)|sent to Oilers as compensation for head coach Claude Julien
2003-01-17|Oilers|2003 fifth round pick (#147-Kalle Olsson)||received from Canadiens as compensation for head coach Claude Julien
2003-01-27|Flyers|Terry Murray||hired as assistant coach
2003-01-29|Rangers||Bryan Trottier|fired as head coach
2003-01-30|Rangers|Glen Sather||hired as head coach (in addition to GM)
2003-02-06|Wild|Jacques Lemaire||re-signed as head coach to a contract extension
2003-02-06|Wild|Mike Ramsey||re-signed as assistant coach to a contract extension
2003-02-06|Wild|Mario Tremblay||re-signed as assistant coach to a contract extension
2003-03-06|Panthers|Duane Sutter||hired as assistant coach
2003-03-06|Panthers|John Torchetti||hired as assistant coach
2003-03-11|Bruins|Mike Sullivan (B.)||hired as AHL assistant coach
2003-03-19|Bruins||Jim Hughes|fired as assistant coach
2003-03-19|Bruins||Robbie Ftorek|fired as head coach
2003-03-19|Bruins|Scott Gordon||hired as AHL head coach for the remainder of the season
2003-03-19|Bruins|Mike O'Connell||hired as interim head coach (in addition to GM)
2003-03-19|Bruins|Mike Sullivan (B.)||promoted to assistant coach, signed to a contract for the remainder of the season
2003-04-10|Flames||Brian Skrudland|resigned as assistant coach
2003-04-11|Flames|Darryl Sutter||hired as GM (in addition to head coach)
2003-04-15|Penguins||Rick Kehoe|fired as head coach
2003-04-15|Predators||Paul Gardner|fired as assistant coach
2003-04-18|Bruins|Mike Sullivan (B.)||reassigned to AHL head coach
2003-05-02|Penguins||Glenn Patrick|fired as AHL head coach
2003-05-28|Sabres|Lindy Ruff||re-signed as head coach to a multi-year contract extension
2003-05-28|Senators|Perry Pearn||team exercised contract option on assistant coach for 2003-04 season
2003-05-28|Senators|Roger Neilson||team exercised contract option on assistant coach for 03-04 season
2003-05-28|Senators|Don Jackson||team exercised contract option on assistant coach for 2003-04
2003-05-28|Senators|Jacques Martin||team exercised contract option on head coach for 2003-04 season
2003-06-02|Thrashers|Brad McCrimmon||hired as assistant coach
2003-06-03|Islanders||Peter Laviolette|fired as head coach
2003-06-03|Islanders||Jacques Laperriere|fired as assistant coach
2003-06-03|Islanders||Kelly Miller|fired as assistant coach
2003-06-03|Islanders|Greg Cronin||hired as AHL head coach
2003-06-03|Islanders|Steve Stirling||hired as head coach
2003-06-06|Blue Jackets|Doug MacLean||promoted to head coach (in addition to president & GM)
2003-06-11|Penguins|Ed Olczyk||hired as head coach
2003-06-16|Blackhawks|Trent Yawney||re-signed as AHL head coach
2003-06-19|Predators|Peter Horachek||hired as assistant coach
2003-06-19|Predators|Brent Peterson||promoted to associate coach
2003-06-23|Bruins|Mike Sullivan (B.)||promoted to head coach
2003-06-25|Canucks|Roger Takahashi||hired as strength and conditioning coach
2003-06-26|Flames|Rich Preston||hired as assistant coach
2003-06-27|Penguins|Lorne Molleken||hired as assistant coach
2003-07-02|Oilers|Bill Moores / Billy Moores||re-signed as assistant coach to a multi-year contract
2003-07-02|Senators|Don Jackson||re-signed as assistant coach to a multi-year contract
2003-07-10|Bruins|Norm MacIver||hired as assistant coach
2003-07-24|Islanders|Curt Fraser||hired as assistant coach
2003-07-24|Islanders|Jeff Jackson||hired as assistant coach
2003-07-25|Senators|Mike Busniuk||hired as AHL assistant coach
2003-08-05|Devils|Jacques Laperriere||hired as assistant coach
2003-08-06|Panthers|Mike Pelino||hired as assistant coach
2003-08-11|Oilers|Craig Simpson||hired as assistant coach
2003-08-15|Mighty Ducks|Greg Carvel||promoted to assistant coach
2003-08-15|Mighty Ducks|Paul MacLean||re-signed as assistant coach to a contract extension
2003-08-15|Mighty Ducks|Lorne Henning||re-signed as assistant coach to a contract extension
2003-08-15|Mighty Ducks|Mike Babcock||re-signed as head coach to a contract extension
2003-09-09|Flames|David Marcoux||hired as goaltending coach
2003-09-09|Kings|Nelson Emerson||hired to coaching staff
2003-09-22|Sabres|Rick Martin||hired as skill development coach
2003-11-09|Panthers||Mike Keenan (a)|fired as head coach
2003-11-09|Panthers|Rick Dudley||hired as interim head coach (in addition to GM)
2003-11-10|Panthers||Mike Pelino|fired as assistant coach
2003-11-10|Panthers|Steve Ludzik||hired as assistant coach
2003-12-10|Capitals||Bruce Cassidy|fired as head coach
2003-12-10|Capitals||Butch Cassidy|fired as head coach
2003-12-10|Capitals|Glen Hanlon||promoted to head coach
2003-12-15|Hurricanes||Paul Maurice|fired as head coach
2003-12-15|Hurricanes||Randy Ladoceur|fired as assistant coach
2003-12-15|Hurricanes|Peter Laviolette||hired as head coach
2003-12-31|Canucks|Marc Crawford||re-signed as head coach to a 3-year contract extension
2004-01-01|Blue Jackets||Doug MacLean|resigned as head coach (remained as president & GM)
2004-01-01|Blue Jackets|Gerard Gallant||promoted to interim head coach
2004-01-26|Senators|Jaques Martin||re-signed as head coach to a multi-year contract extension
2004-02-08|Islanders|Butch Goring||hired as assistant coach
2004-02-09|Kings|Andy Murray||re-signed as head coach to a multi-year contract extension
2004-02-09|Lightning|John Tortorella||re-signed as head coach to a multi-year contract extension
2004-02-09|Panthers|John Torchetti||promoted to interim head coach
2004-02-24|Blues||Joel Quenneville|fired as head coach
2004-02-24|Blues|Mike Kitchen||promoted to head coach, signed to a multi-year contract
2004-02-24|Coyotes||Bob Francis|fired as head coach
2004-02-24|Coyotes|Rick Bowness||promoted to interim head coach
2004-02-25|Rangers||Glen Sather|resigned as head coach
2004-02-25|Rangers|Tom Renney||hired as interim head coach
2004-04-19|Predators|Mitch Korn||re-signed as goaltending coach to a contract extension
2004-04-19|Predators|Peter Horachek||re-signed as assistant coach to a contract extension
2004-04-19|Predators|Barry Trotz||re-signed as head coach to a contract extension
2004-04-19|Predators|Brent Peterson||re-signed as associate coach to a contract extension
2004-04-19|Predators|Robert Bouchard||re-signed as video coach to a contract extension
2004-04-22|Senators||Jaques Martin|fired as head coach
2004-04-22|Senators||Phil Myre|fired as goaltending coach
2004-04-22|Senators||Don Jackson|fired as assistant coach
2004-05-21|Penguins||Lorne Molleken|resigned as assistant coach
2004-05-26|Panthers|Jacques Martin||hired as head coach
2004-06-01|Avalanche||Tony Granato|demoted to assistant coach
2004-06-01|Avalanche|Joel Quenneville||hired as head coach (date approximate)
2004-06-08|Senators|Bryan Murray||hired as head coach
2004-06-17|Panthers|Steve Ludzik||hired as AHL head coach
2004-06-22|Coyotes|Pat Conacher (a)||hired as AHL head coach
2004-06-25|Blue Jackets|Dean Blais||hired as associate coach
2004-06-25|Blue Jackets|Gerard Gallant||promoted to head coach
2004-06-25|Canadiens|Claude Julien||signed as head coach to a multi-year contract
2004-06-26|Red Wings|Dave Lewis||re-signed as head coach to a 1-year contract
2004-07-06|Rangers|Tom Renney||promoted to head coach
2004-07-15|Panthers|Clint Malarchuk||re-signed as goaltending coach to a 1-year contract extension
2004-07-15|Rangers|Perry Pearn||hired as assistant coach
2004-07-15|Rangers|Benoit Allaire||hired as assistant coach and goaltending coach
2004-07-16|Canadiens|Roland Melanson||re-signed as assistant coach
2004-07-16|Canadiens|Rick Green||re-signed as assistant coach
2004-07-16|Panthers|Guy Charron||hired as assistant coach
2004-07-22|Coyotes|Grant Fuhr||hired as goaltending coach
2004-07-30|Flames|Scott Allen||hired as AHL assistant coach
2004-07-30|Senators|Ron Low||hired as goaltending coach and pro scout
2004-08-02|Sharks|Rob Zettler||re-signed as assistant coach to a multi-year contract
2004-08-02|Sharks|Ron Wilson (Laurence)||re-signed as head coach to a multi-year contract
2004-08-02|Sharks|Tim Hunter||re-signed as assistant coach to a multi-year contract
2004-08-05|Capitals|Dana White||hired as strength and conditioning coach
2004-08-23|Rangers|Mike Pelino||hired as assistant coach
2004-08-30|Senators|Greg Carvel||hired as assistant coach
2004-09-27|Mighty Ducks|Dan Bylsma||hired as AHL assistant coach
2004-10-21|Flyers||Craig Hartsburg|fired as assistant coach
2004-12-31|Predators|Peter Horachek||re-signed as assistant coach to a contract extension
2005-06-14|Penguins|Michel Therrien||re-signed as AHL head coach
2005-06-21|Blackhawks||Brian Sutter|fired as head coach
2005-06-22|Blues|Mike Kitchen||re-signed as head coach to a 1-year contract through 2005-06
2005-06-22|Blues|Curt Fraser||hired as assistant coach
2005-06-27|Predators|David Good||re-signed as strength & conditioning coach to a contract extension
2005-06-27|Predators|Mitch Korn||re-signed as goaltending coach to a contract extension
2005-06-27|Predators|Peter Horachek||re-signed as assistant coach to a contract extension
2005-06-27|Predators|Barry Trotz||re-signed as head coach to a contract extension
2005-06-27|Predators|Brent Peterson||re-signed as associate coach to a contract extension
2005-06-27|Predators|Robert Bouchard||re-signed as video coach to a contract extension
2005-06-28|Maple Leafs|Pat Quinn||re-signed as head coach to a contract extension
2005-06-28|Stars|Andy Moog||re-signed as assistant coach / goattending coach to a 1-year contract extension through 05-06
2005-06-28|Stars|Dave Tippett||re-signed as head coach to a 2-year contract extension through 2006-07
2005-06-28|Stars|Mark Lamb||re-signed as assistant coach to a 1-year contract extension through 2005-06
2005-06-28|Stars|Rick Wilson||re-signed as associate coach to a 1-year contract extension through 2005-06
2005-07-07|Blackhawks|Trent Yawney||hired as head coach
2005-07-07|Mighty Ducks||Mike Babcock|resigned as head coach
2005-07-07|Red Wings||Dave Lewis|fired as head coach
2005-07-09|Devils||Pat Burns|will not coach team next season after being diagnosed with cancer
2005-07-14|Devils|Larry Robinson||hired as head coach
2005-07-14|Rangers|Ken Gernander||hired as assistant coach
2005-07-14|Rangers|Ulf Samuelsson||hired as assistant coach
2005-07-14|Red Wings|Mike Babcock||hired as head coach
2005-07-18|Capitals|Dean Evason||hired as assistant coach
2005-07-18|Mighty Ducks|Kevin Dineen||hired as AHL head coach
2005-07-19|Hurricanes|Greg Stefan||hired as goaltending coach and professional scout
2005-07-26|Flames|Ryan McGill||hired as AHL head coach
2005-07-26|Lightning|John Tortorella||re-signed as head coach to a contract extension through 2008-09
2005-07-27|Flames|David Marcoux||re-signed as goaltending coach for 05-06
2005-07-27|Flames|Rich Preston||re-signed as assistant coach for 2005-06
2005-07-27|Flames|Rob Cookson||re-signed as assistant coach for 2005-06
2005-07-27|Flames|Darryl Sutter||re-signed as head coach for 2005-06 (remained as GM)
2005-07-27|Flames|Jim Playfair||re-signed as assistant coach to a 1-year contract
2005-07-29|Red Wings||Joe Kocur (LOH NYT) / Joey Kocur|fired as assistant coach
2005-07-29|Red Wings||Barry Smith|fired as assistant coach
2005-07-29|Red Wings|Paul MacLean||hired as assistant coach
2005-08-01|Mighty Ducks|Randy Carlyle||hired as head coach
2005-08-01|Canucks||2008 third round pick (#71-Josh Brittain)|compensation for Mighty Ducks hiring of head coach Randy Carlyle (date approximate)
2005-08-01|Mighty Ducks|2008 third round pick (#71-Josh Brittain)||compensation for Mighty Ducks hiring of head coach Randy Carlyle (date approximate)
2005-08-08|Bruins|Bob Essensa||re-signed as goaltending coach
2005-08-08|Bruins|Norm MacIver||re-signed as assistant coach
2005-08-08|Bruins|Wayne Cashman||re-signed as assistant coach
2005-08-08|Coyotes|Wayne Gretzky||hired as head coach (in addition to managing partner)
2005-08-08|Coyotes|Barry Smith||hired as associate coach
2005-08-08|Coyotes|Rick Bowness||hired as associate coach
2005-08-08|Coyotes|Rick Tocchet||hired as associate coach
2005-08-09|Oilers|Geoff Ward||hired as development coach
2005-08-10|Lightning|Corey Schwab||hired as associate goaltending coach & scout
2005-08-10|Mighty Ducks|Dave Farrish||hired as assistant coach
2005-08-12|Senators|Mike Busniuk||re-signed as AHL assistant coach to a 2-year contract
2005-08-15|Blackhawks|Dan Jansen||hired as skating coach
2005-08-17|Mighty Ducks|Newell Brown||hired as assistant coach
2005-08-22|Wild|Rob Daum||hired as AHL head coach
2005-08-25|Islanders|Jack Capuano||hired as assistant coach
2005-08-31|Thrashers|Bob Hartley||re-signed as head coach to a 1-year contract extension through 2006-07
2005-09-08|Sabres|James Patrick||hired as assistant coach
2005-09-26|Devils|Geordie Kinnear||hired as AHL assistant coach
2005-09-30|Sabres||James Patrick|resigned as assistant coach
2005-10-04|Blues|Don Granato||hired as assistant coach
2005-10-11|Sabres|Lindy Ruff||re-signed as head coach to a 1-year contract extension through 2006-07
2005-11-03|Bruins|Ray Bourque||hired as coaching staff consultant
2005-11-03|Bruins|Roy Bourque||hired as consultant to the coaching staff
2005-11-30|Lightning|Eric Lawson||re-signed as strength & conditioning coach to a 3-year contract extension
2005-11-30|Lightning|Nigel Kirwan||re-signed as video coach to a 3-year contract extension
2005-11-30|Lightning|Craig Ramsay||re-signed as associate coach to a 3-year contract extension
2005-11-30|Lightning|Jeff Reese||re-signed as assistant coach / head goaltending coach to a 3-year contract extension
2005-12-15|Penguins||Ed Olczyk|fired as head coach
2005-12-15|Penguins||John Welday|fired as strength and conditioning coach
2005-12-15|Penguins||Joe Mullen (HN LOH NYT SN) / Joey Mullen|fired as assistant coach
2005-12-15|Penguins||Randy Hillier|fired as assistant coach
2005-12-15|Penguins||Shane Clifford|fired as goaltending coach
2005-12-15|Penguins|Gilles Lefebvre||hired as goaltending coach/consultant
2005-12-15|Penguins|Michel Therrien||hired as head coach
2005-12-15|Penguins|Stephane Dube||hired as strength and conditioning coach
2005-12-15|Penguins|Mike Yeo||hired as assistant coach
2005-12-17|Coyotes||Wayne Gretzky|took indefinitely leave of absence as head coach
2005-12-17|Coyotes|Rick Tocchet||promoted to interim head coach
2005-12-19|Devils||Larry Robinson|resigned as head coach
2005-12-19|Devils|Lou Lamoriello||hired as interim head coach
2005-12-28|Coyotes|Wayne Gretzky||returned as head coach from leave of absence
2006-01-12|Islanders||Steve Stirling|fired as head coach
2006-01-12|Islanders|Brad Shaw||hired as interim head coach
2006-01-14|Canadiens||Claude Julien|fired as head coach
2006-01-14|Canadiens||Rick Green|fired as assistant coach
2006-01-14|Canadiens|Bob Gainey||hired as interim head coach
2006-01-14|Canadiens|Guy Carbonneau||hired as associate coach
2006-03-21|Kings||Andy Murray|fired as head coach
2006-03-21|Kings||John Van Boxmeer|fired as assistant coach
2006-03-21|Kings|John Torchetti||hired as interim head coach
2006-03-27|Stars|Andy Moog||re-signed as assistant coach / goaltending coach to a 2-year contract extension through 07-08
2006-03-27|Stars|Dave Tippett||team exercised 07-08 contract option on head coach
2006-03-27|Stars|Mark Lamb||re-signed as assistant coach to a 2-year contract extension through 2007-08
2006-03-27|Stars|Rick Wilson||re-signed as assistant coach to a 2-year contract extension through 2007-08
2006-04-18|Kings||John Torchetti|fired as interim head coach
2006-04-18|Kings||Mark Hardy|fired as assistant coach
2006-04-18|Kings||Ray Bennet|fired as assistant coach
2006-04-20|Maple Leafs||Pat Quinn|fired as head coach
2006-04-20|Maple Leafs||Rick Ley|fired as assistant coach
2006-04-24|Canucks||Marc Crawford|fired as head coach
2006-05-05|Canadiens|Guy Carbonneau||promoted to head coach
2006-05-12|Maple Leafs|Paul Maurice||hired as head coach
2006-05-14|Devils||Lou Lamoriello|replaced as interim head coach
2006-05-22|Kings|Marc Crawford||hired as head coach
2006-05-31|Coyotes|Wayne Gretzky||re-signed as head coach to a 5-year contract
2006-06-04|Canucks||Jack McIlhargey|fired as assistant coach
2006-06-05|Coyotes||Rick Bowness|fired as associate coach
2006-06-05|Coyotes|Ulf Samuelsson||hired as assistant coach, signed to a multi-year contract
2006-06-05|Flyers||Wayne Fleming|resigned as assistant coach
2006-06-05|Flyers|John Stevens||hired as assistant coach
2006-06-07|Blackhawks||Bruce Cassidy|fired as assistant coach
2006-06-08|Islanders|Ted Nolan||hired as head coach
2006-06-12|Blackhawks|Mark Hardy||hired as assistant coach
