date|team|acquired|relinquished|notes
2003-02-11|Lions|Sean Kugleras||re-signed as tight ends coach
2003-02-12|Lions|Kevin O'Dea||re-signed as assistant special teams coach
2003-02-12|Seahawks|John Marshall||hired as linebackers coach
2003-02-13|Dolphins|Glenn Pires||hired as assistant defensive line coach
2003-02-13|Panthers|Sal Sunseri||hired as defensive line coach
2003-02-13|Saints|Jerry Palmieri||hired as assistant strength & conditioning coach
2003-02-14|49ers|Ted Tollner||re-signed as quarterbacks coach
2003-02-14|49ers|Pat Morris||re-signed as offensive line coach
2003-02-14|Bears|Greg Olson||hired as quarterbacks coach
2003-02-14|Bears|Larry Brooks||hired as defensive line coach
2003-02-14|Panthers|Dave Magazu||hired as tight ends coach
2003-02-15|49ers|Brett Maxie||re-signed as secondary coach
2003-02-15|49ers|Jason Tarver||hired as offensive quality control coach
2003-02-17|Broncos|Pat McPherson||promoted to quarterbacks coach
2003-02-17|Lions|Tom Rathman||hired as running backs coach
2003-02-17|Lions|Bobby Williams||hired as wide receivers coach
2003-02-17|Lions|Carl Mauck||hired as offensive line coach
2003-02-18|49ers|Greg McMackin||hired as associate head coach & linebackers coach
2003-02-20|49ers|Al Simmons||hired as assistant secondary coach
2003-02-20|Falcons|Bill Lazor||hired as offensive quality control coach
2003-02-20|Saints||Mike Riley|resigned as defensive backs coach / assistant head coach
2003-02-24|49ers|Eric Yarber||hired as wide receivers coach
2003-02-25|Eagles|Mike Reed||hired as defensive assistant-quality control coach
2003-02-25|Redskins|Ken Clarke||hired as assistant defensive line coach
2003-02-25|Redskins|Robert Nunn||hired as defensive line coach
2003-02-26|Saints||Jim Hostler|resigned as assistant wide receivers coach
2003-02-26|Saints|Danny Langsdorf||promoted to assistant wide receivers coach
2003-02-26|Saints|Greg Brown||promoted to secondary-safeties coach
2003-02-26|Saints|Joe Baker||promoted to secondary coach
2003-02-27|Jets|Jim Hostler||hired as quarterbacks coach (date approximate)
2003-03-03|Eagles|Marty Mornhinweg||hired as senior assistant coach
2003-03-04|Cardinals|Gary Godette||hired as assistant defensive line coach
2003-03-05|49ers|Dick Tomey||hired as nickel team coach
2003-03-05|49ers|Jamie Christian||hired as defensive quality control coach
2003-03-05|49ers|Dan Quinn||promoted to defensive line coach
2003-03-06|Lions|Johnny Holland||hired as defensive assistant coach
2003-03-10|49ers|Jeff Rodgers||hired as special teams quality control coach
2003-03-10|Bills|Dick LeBeau||hired as assistant head coach
2003-03-18|Raiders|Tim Adams||hired as strength & conditioning coach (date approximate)
2003-03-19|Panthers|Derrick Jackson||hired as defensive line coach
2003-04-08|Bears|Richard Dent||hired as assistant defensive line coach, signed to a 1-year contract
2003-06-25|Titans|Jeff Fisher||re-signed as head coach to a contract extension through 2006
2003-07-23|Patriots|Bill Belichick||re-signed as head coach to a contract extension throgh 2006
2003-08-18|Broncos|Mike Shanahan (a)||re-signed as head coach to a 3-year contract extension
2003-12-10|Falcons||Dan Reeves|fired as head coach / executive VP of football operations
2003-12-10|Falcons|Wade Phillips||promoted to interim head coach for the remainder of the season
2003-12-17|Giants||Jim Fassel|fired as head coach (effective at end of 2003 season)
2003-12-19|Raiders||Jim Harbaugh|resigned as assistant offensive coach effective at the end of the season
2003-12-23|Chargers|Marty Schottenheimer||re-signed as head coach to a 1-year contract extension
2003-12-29|Bears||Dick Jauron|fired as head coach
2003-12-29|Bills||Gregg Williams|fired as head coach
2003-12-29|Dolphins|Dave Wannstedt||re-signed as head coach to a 2-year contract extension through 2006
2003-12-30|Browns||Todd McNair|fired as running backs coach
2003-12-30|Browns||Carl Smith|fired as quarterbacks coach
2003-12-30|Jets||Bill Bradley|fired as defensive backs coach
2003-12-30|Jets||Rubin Carter|fired as defensive line coach
2003-12-30|Jets||Ted Cottrell|fired as assistant head coach / defensive coordinator
2003-12-30|Lions||Bobby Williams|fired as wide receivers coach
2003-12-30|Lions||Carl Mauck|fired as offensive line coach
2003-12-30|Lions||George Dyer|fired as defensive line coach
2003-12-30|Redskins||Steve Spurrier Sr.|resigned as head coach
2003-12-31|Raiders||Bill Callahan|team declined to exercise contract option on head coach
2004-01-03|Chargers||Jerry Holmes|fired as defensive backs coach
2004-01-06|Giants|Tom Coughlin||hired as head coach
2004-01-06|Steelers|Ken Jackson||fired as receivers coach
2004-01-07|Cardinals|Dennis Green (a)||hired as head coach
2004-01-07|Redskins|Joe Gibbs (a)||hired as head coach and president
2004-01-09|49ers|Dan Cozetto||hired as tight ends coach
2004-01-09|49ers|Dan Cozzetto||hired as tight ends coach
2004-01-09|49ers|Gregg Smith||hired as offensive line coach
2004-01-09|49ers|Rich Olson||hired as quarterbacks coach
2004-01-09|Jets|Denny Marcin||hired as defensive line coach
2004-01-09|Lions|Pat Morris||hired as offensive line coach
2004-01-09|Falcons|Jim Mora Jr.||hired as head coach
2004-01-12|Browns|Rob Chudzinski||hired as tight ends coach
2004-01-12|Browns|Steve Hagen||promoted to quarterbacks coach
2004-01-12|Buccaneers||Stan Parrish|fired as quarterbacks coach
2004-01-12|Buccaneers||Kirby Wilson|fired as running backs coach
2004-01-12|Jaguars||Paul McCord|fired as assistant special teams coach
2004-01-12|Jaguars||Larry Kirksey|fired as wide receivers coach
2004-01-13|Giants|Jerry Palmieri||hired as conditioning coach
2004-01-13|Giants|Michael Pope / Mike Pope||re-signed as tight ends coach
2004-01-13|Giants|Mike Priefer||re-signed as assistant special teams coach
2004-01-13|Giants|Jerald Ingram||hired as running backs coach
2004-01-13|Rams||Bobby April Sr.|fired as special teams coach
2004-01-14|Bears|Lovie Smith||hired as head coach
2004-01-14|Bills|Mike Mularkey||hired as head coach
2004-01-14|Cardinals|Kirby Wilson||hired as running backs coach
2004-01-14|Cardinals|Richard Solomon||hired as defensive backs coach
2004-01-14|Cardinals|Steve Wetzel||hired as strength and conditioning coach
2004-01-14|Giants|Mike Sweatman||hired as special teams coach
2004-01-14|Rams|Dana LeDuc||re-signed as strength and conditioning coach to a 1-year contract
2004-01-14|Rams|John Matsko||re-signed as associate head coach / offensive line coach to a 1-year contract
2004-01-14|Rams|John Ramsdell||re-signed as wide receivers coach
2004-01-14|Rams|Chris Clausen||re-signed as strength and conditioning coach to a 1-year contract
2004-01-14|Rams|Gill Byrd||re-signed as defensive assistant coach
2004-01-14|Rams|Henry Ellard||re-signed as wide receivers coach to a 1-year contract
2004-01-14|Rams|Wilbert Montgomery||re-signed as running backs coach to a 1-year contract
2004-01-14|Saints|Jimmy Robinson||hired as wide receivers coach
2004-01-15|Bills|Jim McNally||hired as offensive line coach
2004-01-15|Cardinals|Bob Wylie||hired as offensive line coach
2004-01-15|Cardinals|Donald Pollard / Deek Pollard||hired as defensive line coach
2004-01-15|Cardinals|Frank Bush||hired as linebackers coach
2004-01-15|Cardinals|Robert Ford||hired as wide receivers coach
2004-01-15|Jets|Herman Edwards||re-signed as head coach to a 2-year contrac extension
2004-01-15|Lions|Greg Olson||hired as offensive assistant coach
2004-01-16|Bengals|Hue Jackson||hired as receivers coach
2004-01-16|Browns|George Edwards||hired as linebackers coach
2004-01-16|Buccaneers|Kyle Shanahan||hired as offensive quality control coach
2004-01-16|Buccaneers|John Shoop||hired as quarterbacks coach
2004-01-16|Chiefs|Dick Vermeil||re-signed as head coach to a 2-year contract extension through 2005
2004-01-16|Packers||Jeff Jagodzinski|fired as tight ends coach
2004-01-16|Packers|Bob Slowik||promoted from defensive backs coach to defensive coordinator
2004-01-16|Rams|John Benton||hired as assistant offensive line coach
2004-01-16|Saints|John Pease||hired as defensive line coach
2004-01-19|Falcons|Alex Gibbs||hired as assistant head coach / offensive line coach
2004-01-19|Falcons|Chris Beake||hired as linebackers coach
2004-01-19|Falcons|Rocky Colburn||hired as assistant strength & conditioning coach
2004-01-19|Falcons|Al Miller||hired as strength & conditioning coach
2004-01-19|Falcons|Bill Johnson||hired as defensive line coach
2004-01-19|Falcons|Brett Maxie||hired as defensive backs coach
2004-01-19|Falcons|Emmitt Thomas||hired as senior defensive assistant/secondary coach
2004-01-19|Falcons|George Stewart||hired as wide receivers coach
2004-01-19|Falcons|Ollie Wilson||hired as running backs coach
2004-01-20|Bears|Pete Hoener||hired as offensive line coach
2004-01-20|Bears|Bob Babich||hired as linebackers coach (SN)
2004-01-20|Cardinals|Kevin O'Dea||hired as special teams coach
2004-01-20|Cardinals|Pat Flaherty||hired as tight ends coach
2004-01-20|Eagles|Marty Mornhinweg||promoted to assistant head coach
2004-01-20|Giants|Mike Waufle||hired as defensive line coach
2004-01-20|Giants|Ron Milus||hired as defensive backs coach
2004-01-20|Giants|Andy Barnett||hired as strength and conditioning coach
2004-01-20|Giants|Bill Davis||hired as linebackers coach
2004-01-20|Giants|Mike Sullivan||hired as wide receivers coach
2004-01-20|Steelers|Russ Grimm||promoted to assistant head coach (in addition to offensive line coach)
2004-01-21|Bills|Bobby April Sr.||hired as special teams coach
2004-01-22|Bills|Eric Studesville||hired as running backs coach
2004-01-22|Cardinals|Jeff FitzGerald / Jeff Fitzgerald||re-signed as outside linebackers coach
2004-01-22|Cardinals|Mike Kruczek||hired as quarterbacks coach
2004-01-22|Steelers|Bruce Arians||hired as wide receivers coach
2004-01-22|Steelers|James Daniel||hired as tight ends coach
2004-01-22|Steelers|Mark Whipple||hired as quarterbacks coach
2004-01-22|Steelers|Ray Horton||hired as assistant defensive backs coach
2004-01-23|Bears|Mike Bajakian||hired as offensive quality control coach
2004-01-23|Bears|Lloyd Lee||hired as defensive quality control  coach
2004-01-23|Browns|Fred Graves||hired as wide receivers coach
2004-01-23|Browns|Kennedy Pola||hired as running backs coach
2004-01-23|Browns|John Davis (b) / Butch Davis||re-signed as head coach to a 2-year contract extension through 2007
2004-01-23|Seahawks|Mark Michaels||hired as assistant special teams coach
2004-01-24|Rams|Mike Stock||hired as special teams coach
2004-01-26|Bills|Tyke Tolbert||hired as receivers coach
2004-01-26|Dolphins|Dave DeGuglielmo||hired as assistant offensive line and quality control coach
2004-01-26|Dolphins|Marc Trestman||hired as assistant head coach / quarterbacks coach
2004-01-26|Dolphins|Jerry Sullivan||hired as wide receivers coach
2004-01-26|Giants|David Merritt||hired as defensive assistant and quality control coach
2004-01-26|Giants|Kevin Gilbride Sr.||hired as quarterbacks coach
2004-01-26|Giants|Pat Flaherty||hired as offensive line coach
2004-01-26|Raiders|Norv Turner||hired as head coach
2004-01-27|Bears|Tim Spencer||hired as running backs coach
2004-01-27|Bills|Brad Roll||hired as strength & conditioning coach
2004-01-27|Bills|Frank Verducci||hired as tight ends coach
2004-01-27|Bills|Mike Miller||hired as offensive assistant coach
2004-01-28|Cardinals|Mike Wilson||hired as tight ends coach
2004-01-28|Chargers|Tim Brewster||promoted to assistant head coach - tight ends
2004-01-28|Chiefs|Fred Pagac||hired as linebackers coach
2004-01-28|Packers|Kurt Schottenheimer||hired as defensive backs coach
2004-01-28|Raiders|Jimmy Raye||hired as assistant head coach / offensive coordinator
2004-01-28|Rams|Joe Vitt||hired as linebackers coach
2004-01-29|Falcons|Jeff Jagodzinski||hired as tight ends coach
2004-01-29|Lions|Larry Brooks||hired as defensive line coach
2004-01-30|Jets|Doug Graber||hired as defensive backs coach
2004-01-30|Packers|Johnny Roland||hired as running backs coach
2004-02-02|Dolphins|Chris Foerster||hired as tight ends coach
2004-02-02|Dolphins|Bernie Parmalee||hired as running backs coach
2004-02-03|Bears|Harold Goodwin||hired as assistant offensive line coach
2004-02-03|Bills|Steve Szabo||hired as defensive backs coach
2004-02-03|Redskins|Earnest Byner||hired as running backs coach
2004-02-03|Redskins|Joe Bugel||hired as offensive assistant head coach
2004-02-03|Redskins|John Hastings||hired as assistant strength & conditioning coach
2004-02-03|Redskins|Stan Hixon||hired as wide receivers coach
2004-02-03|Redskins|Bobby Crumpler||hired as assistant strength & conditioning coach
2004-02-03|Redskins|Dale Lindsey||hired as linebackers coach
2004-02-03|Redskins|Danny Smith||hired as special teams coach
2004-02-03|Redskins|DeWayne Walker||hired as secondary/cornerbacks coach
2004-02-03|Redskins|Jack Burns||hired as quarterbacks coach
2004-02-03|Redskins|John Dunn||hired as strength & conditioning coach
2004-02-03|Redskins|Kirk Olivadotti||hired as defensive assistant / special teams coach
2004-02-03|Redskins|Rennie Simmons||hired as tight ends coach
2004-02-03|Redskins|Steve Jackson||hired as third down / safeties coach
2004-02-03|Vikings|Kurt Shultz||hired as strength & conditioning coach
2004-02-05|Chargers|Brian Stewart||hired as secondary coach
2004-02-05|Falcons|Robert Prince||hired as offensive assistant coach
2004-02-05|Raiders|Joe Avezzano||hired as special teams coach
2004-02-06|Bears|Darryl Drake||hired as wide receivers coach
2004-02-09|Bears|Wade Wilson||hired as quarterbacks coach
2004-02-09|Bills|Sam Wyche||hired as quarterbacks coach
2004-02-09|Jaguars|Bob Ligashesky||hired as assistant special teams coach
2004-02-09|Lions|George Catavolos||hired as defensive backs coach
2004-02-10|Bears|Karl Dunbar||hired as defensive line coach
2004-02-11|Bears|Rob Boras||hired as tight ends coach
2004-02-13|Patriots|Josh McDaniels||hired as quarterbacks coach
2004-02-16|Raiders|Don Martindale||hired as linebackers coach
2004-02-17|Vikings|Mark Ellis||hired as assistant strength and conditioning coach
2004-02-18|Dolphins|Eric Fears||hired as assistant strength and conditioning coach
2004-02-18|Jets|Bob Casullo||hired as tight ends coach
2004-02-25|Patriots|Dean Pees||hired as linebackers coach
2004-02-25|Patriots|Thomas Johnson / Pepper Johnson||hired as defensive line coach
2004-02-27|Packers|James Campen||hired as assistant offensive line coach / quality control coach
2004-02-27|Packers|Joe Philbin||hired as tight ends coach
2004-02-28|Raiders|Jeff Fish||hired as strength & conditioning coach
2004-02-28|Raiders|Martin Bayless||hired as special teams assistant coach
2004-02-28|Raiders|Steve Sarkisian||hired as quarterbacks coach
2004-03-01|Broncos||Frank Bush|resigned as special teams coach (date approximate)
2004-03-01|Broncos|Ronnie Bradford||promoted to special teams coach
2004-03-02|Buccaneers|Jeremy Bates||promoted to assistant quarterbacks coach
2004-03-02|Buccaneers|Joe Woods||hired as defensive quality control coach
2004-03-02|Buccaneers|Raheem Morris||promoted to assistant defensive backs coach
2004-03-02|Eagles|Steve Spagnuolo||hired as linebackers coach
2004-03-02|Eagles|Sean McDermott (a)||hired as secondary coach / safeties
2004-03-02|Eagles|Ted Daisher||hired as special teams quality control coach
2004-03-02|Eagles|Trent Walters||hired as secondary coach
2004-03-15|Bengals|Ray Oliver||hired as assistant strength and conditioning coach
2004-03-25|Falcons|Clancy Barone||hired as assistant offensive line coach
2004-04-05|Chiefs|Fred Pagac||hired as linebackers coach
2004-04-06|Vikings|Mike Fanger||hired as assistant coach
2004-04-06|Vikings|Vince Alcalde||hired as assistant coach
2004-05-09|Bengals|Chuck Bresnahan||hired as assistant coach
2004-06-03|Panthers|John Fox||re-signed as head coach to a 3-year contract extension
2004-06-08|Giants|Pat Ruel||hired as offensive line coach
2004-07-26|Steelers|Bill Cowher||re-signed as head coach to a contract extension
2004-07-28|Ravens|Brian Billick||re-signed as head coach to a multi-year contract extension
2004-08-31|Broncos|Jimmy Spencer||hired as assistant defensive backs coach
2004-11-09|Dolphins||Dave Wannstedt|resigned as head coach
2004-11-09|Dolphins|Jim Bates||promoted to interim head coach for remainder of 2004 season
2004-11-10|Broncos||David Gibbs|fired as defensive backs coach
2004-11-10|Broncos|Jimmy Spencer||promoted to defensive backs coach
2004-11-10|Broncos|Kirk Doll||promoted to defensive backs coach
2004-11-30|Browns||John Davis (b) / Butch Davis|resigned as head coach
2004-11-30|Browns|Terry Robiskie||promoted to interim head coach
2004-12-27|Vikings|Mike Tice||team exercised contract option on head coach for 2005
2005-01-04|Jaguars||Mike Haluchak|fired as linebackers coach
2005-01-04|Jaguars||Steve Shafer|fired as assistant head coach
2005-01-05|49ers||Dennis Erickson|fired as head coach
2005-01-07|Redskins|Bill Musgrave||hired as quarterbacks coach
2005-01-08|Bears||Russell Riederer / Russ Riederer (SN)|retired as strength and conditioning coach
2005-01-10|Jaguars|Brian Van Gorder / Brian VanGorder||hired as linebackers coach
2005-01-10|Ravens||Jim Colletto|fired as offensive line coach
2005-01-11|Bears|Harry Hiestand||hired as offensive line coach
2005-01-11|Seahawks||Mark Michaels|fired as special teams coach
2005-01-12|Ravens|Chris Foerster||hired as offensive line coach and assistant head coach
2005-01-14|Chargers|Marty Schottenheimer||re-signed as head coach to a 2-year contract extension through 2007
2005-01-14|Packers||Mike Sherman|fired as GM (remained as head coach & executive VP)
2005-01-17|Cowboys|Tony Sparano Sr.||promoted to offensive line coach
2005-01-18|Ravens|Rick Neuheisel||hired as quarterbacks coach
2005-01-19|49ers|Mike Nolan||hired as head coach
2005-01-19|Dolphins|Dan Quinn||hired as assistant defensive coach
2005-01-19|Dolphins|George Edwards||hired as assistant defensive coach
2005-01-19|Dolphins|Travis Jones||hired as assistant defensive coach
2005-01-20|Bears|Perry Fewell||hired as defensive backs coach
2005-01-21|49ers|Mike Singletary||hired as assistant head coach and linebackers coach
2005-01-21|Rams|Bob Ligashesky||hired as special teams coach
2005-01-23|49ers|A.J. Christoff||hired as secondary coach
2005-01-23|49ers|Jerry Sullivan||hired as wide receivers coach
2005-01-24|Buccaneers|Paul Hackett||hired as quarterbacks coach
2005-01-24|Rams|Kurt Schottenheimer||hired as secondary coach
2005-01-25|Dolphins|Charlie Baggett||hired as wide receivers coach
2005-01-25|Dolphins|Hudson Houck||hired as offensive line coach
2005-01-25|Ravens|Jeff FitzGerald / Jeff Fitzgerald||hired as linebackers coach
2005-01-25|Ravens|John Fassel||hired as coaching assistant
2005-01-25|Ravens|Mike Pettine||promoted to outside linebackers coach
2005-01-27|49ers|George Warhop||hired as offensive line coach
2005-01-27|Cowboys|Paul Pasqualoni||hired as assistant coach
2005-01-27|Raiders|Jim Colletto||hired as offensive line coach
2005-01-27|Saints|Johnny Roland||hired as running backs coach
2005-01-27|Saints|Willy Robinson||hired as senior defensive assistant coach / secondary coach
2005-01-27|Titans||Steve Walters|resigned as wide receivers coach (date approximate)
2005-01-28|Chargers|Clarence Shelmon||re-signed as running backs coach to a contract extension
2005-01-28|Chargers|James Lofton||re-signed as wide receivers coach to a contract extension
2005-01-28|Chargers|Matt Schiotz||re-signed as assistant strength and conditioning coach to a contract extension
2005-01-28|Chargers|Albert Lewis||re-signed as assistant secondary coach to a contract extension
2005-01-28|Chargers|Brian Schottenheimer||re-signed as quarterbacks coach to a contract extension
2005-01-28|Chargers|Carl Mauck||hired as offensive line coach
2005-01-28|Chargers|Dave Redding||re-signed as strength and conditioning coach to a contract extension
2005-01-28|Chargers|Greg Manusky||re-signed as linebackers coach to a contract extension
2005-01-28|Chargers|John Pagano||re-signed as assistant linebacks coach to a contract extension
2005-01-28|Chargers|John Wuehrmann||re-signed as coaching administrator to a contract extension
2005-01-28|Chargers|Steve Crosby||re-signed as special teams coach to a contract extension
2005-01-28|Chargers|Wayne Nunnely||re-signed as defensive line coach to a contract extension
2005-01-28|Jaguars|Kennedy Pola||hired as running backs coach
2005-01-28|Jaguars|Steve Walters||hired as wide receivers coach
2005-01-28|Packers|Edgar Bennett||hired as running backs coach
2005-01-28|Titans|Ray Sherman||hired as wide receivers coach
2005-01-31|49ers|Jim Hostler||hired as quarterbacks coach
2005-01-31|Broncos|Tim Brewster||hired as tight ends coach
2005-02-01|Broncos|Bob Slowik||hired as defensive backs coach
2005-02-02|Dolphins|Jason Garrett||hired as quarterbacks coach
2005-02-03|Cowboys|Todd Bowles||hired as secondary coach
2005-02-04|Chargers|Rob Chudzinski||hired as tight ends coach
2005-02-05|Saints|Turk Schonert||hired as quarterbacks coach
2005-02-08|Browns|Romeo Crennel||hired as head coach, signed to a 5-year contract
2005-02-08|Jets|Jeremy Bates||hired as quarterbacks coach
2005-02-08|Jets|Pep Hamilton||promoted to wide receivers coach
2005-02-08|Packers|Bob Sanders||hired as assistant defensive line coach-defensive ends (date 02-18 per SN)
2005-02-08|Packers|Robert Nunn||hired as assistant defensive line coach-defensive tackles (date 02-18 per SN)
2005-02-09|Chiefs|Terry Shea||hired as quarterbacks coach
2005-02-09|Lions|Fred Graves||hired as wide receivers coach
2005-02-10|Seahawks|Bob Casullo||hired as special teams coach
2005-02-11|49ers|Johnny Parker||hired as strength and conditioning coach
2005-02-11|Broncos|Jim Ryan||hired as defensive assistant coach
2005-02-11|Broncos|Troy Calhoun||hired as assistant to the head coach
2005-02-11|Broncos|Andre Patterson||hired as defensive line coach
2005-02-11|Broncos|Jimmy Spencer||hired as assistant defensive backs coach
2005-02-11|Broncos|Kirk Doll||hired as linebackers coach
2005-02-11|Jets|John Zernhelt||hired as tight ends coach
2005-02-13|Browns|John Lott||hired as strength and conditioning coach
2005-02-14|49ers|Gary Emanuel||hired as defensive line coach
2005-02-14|Bengals|Marvin Lewis||re-signed as head coach to a 1-year contract extension through 2008
2005-02-14|Browns|Terry Robiskie||demoted to wide receivers coach
2005-02-14|Browns|Jeff Davidson||hired as offensive line coach
2005-02-14|Dolphins|Bert Hill||hired as associate strength coach
2005-02-14|Dolphins|Tim Davis||hired as assistant offensive line coach
2005-02-15|Packers|Joe Baker||hired as defensive assistant coach-safeties
2005-02-15|Vikings|Rich Olson||hired as quarterbacks coach
2005-02-16|Bears|Don Johnson (a)?||hired as defensive line coach
2005-02-16|Cowboys|Anthony Lynn||hired as running backs coach
2005-02-16|Giants|Bill Sheridan||hired as linebackers coach
2005-02-17|Jaguars|Dave Campo||hired as assistant head coach / secondary coach
2005-02-17|Saints|Jim Pyne||hired as assistant offensive line coach
2005-02-17|Saints|John Henry / Jack Henry||promoted to assistant head coach / running game coordinator
2005-02-18|Browns|Mel Tucker||hired as defensive backs coach
2005-02-18|Packers|Brad Miller||promoted to assisstant special teams coach
2005-02-18|Packers|Charlie Jackson||hired as defensive quality control coach
2005-02-18|Packers|Lionel Washington||promoted to coach of the defensive nickel package/cornerbacks
2005-02-19|Browns|Randy Melvin||hired as defensive line coach
2005-02-22|49ers|Pete Hoener||hired as tight ends coach
2005-02-22|49ers|Ben McAdoo||hired as offensive line assistant coach
2005-02-22|49ers|Bishop Harris||hired as running backs coach
2005-02-22|49ers|Vance Joseph||hired as assistant secondary coach
2005-02-22|Jets|Dick Curl||hired as assistant coach
2005-02-22|Packers|James Franklin (a)||hired as wide receivers coach
2005-02-22|Rams|Charles Bankins||hired as assistant special teams coach
2005-02-23|Falcons|Clancy Barone||promoted to tight ends coach
2005-02-23|Falcons|Jeff Jagodzinski||promoted to assistant head coach / offensive line coach
2005-02-24|Browns|Cory Undlin||hired as defensive quality control coach
2005-02-26|Browns|Bob Trott||hired as defensive assistant coach
2005-02-26|Browns|Rip Scherer||hired as quarterbacks coach
2005-02-28|Browns|Mike Haluchak||hired as linebackers coach
2005-03-01|Browns|Jeff Uhlenhake||hired as assistant offensive line coach
2005-03-02|Jaguars|Mark Michaels||hired as assistant special teams coach
2005-03-04|Browns|Ben Coates||hired as tight ends coach
2005-03-04|Jets|Sam Gash||hired as assistant running backs and special teams coach
2005-03-05|Texans|Mike London||hired as defensive line coach
2005-03-14|49ers|Duane Carlisle||hired as assistant strength and conditioning coach
2005-03-16|Lions|Phil Snow||hired as defensive assistant coach
2005-03-16|Lions|Johnny Holland||promoted to linebackers coach
2005-03-31|Vikings|Corbin Lacina||hired as coaching intern for mini-camp and training camp
2005-03-31|Vikings|Regis Eller||hired as coaching intern for mini-camp and training camp
2005-08-01|Mighty Ducks|Randy Carlyle||hired as head coach
2005-08-23|Packers|Mike Sherman||re-signed as head coach / executive VP to a 2-year, $6.4M contract extension through 2007
2005-09-19|Texans|Joe Pendry||promoted from offensive line coach to offensive coordinator
2005-10-10|Rams|Joe Vitt||promoted to interim head coach
2005-11-28|Lions||Andy Sugarman|fired as tight ends coach
2005-11-28|Lions||Steve Mariucci|fired as head coach
2005-11-28|Lions||Pat Morris|fired as offensive line coach
2005-11-28|Lions|Dick Jauron||hired as interim head coach
2006-01-01|Chiefs||Dick Vermeil|retired as head coach
2006-01-01|Vikings||Mike Tice|fired as head coach
2006-01-02|Cardinals||Donald Pollard / Deek Pollard|retired as defensive line coach
2006-01-02|Cardinals||Everett Lindsay|fired as offensive line coach
2006-01-02|Packers||Mike Sherman|fired as head coach
2006-01-02|Rams||Mike Martz|fired as head coach
2006-01-02|Saints||Jim Haslett|fired as head coach
2006-01-02|Texans||Dom Capers|fired as head coach
2006-01-03|Raiders||Norv Turner|fired as head coach
2006-01-04|Falcons||Mike Johnson|fired as quarterbacks coach
2006-01-06|Bills||Frank Verducci|fired as offensive line coach
2006-01-06|Bills||Steve Szabo|fired as defensive backs coach
2006-01-06|Bills||Tim Krumrie|fired as defensive line coach
2006-01-06|Bills||Don Blackmon|fired as linebackers coach
2006-01-06|Cardinals|Steve Loney||hired as offensive line coach
2006-01-06|Cardinals|Larry Brooks||hired as defensive line coach
2006-01-06|Chiefs|right to negotiate with Jets head coach Herman Edwards|2006 fourth round pick (#117-Leon Washington)|trade with Jets
2006-01-06|Cowboys|Bill Parcells||re-signed as head coach to a 2-year contract extension through 2007
2006-01-06|Eagles|Marty Mornhinweg||promoted to assistant head coach / offensive coordinator
2006-01-06|Jets|2006 fourth round pick (#117-Leon Washington)|right to negotiate with Jets head coach Herman Edwards|trade with Chiefs
2006-01-06|Vikings|Brad Childress||hired as head coach
2006-01-08|Jets||Herman Edwards|resigned as head coach (date approximate)
2006-01-09|Chiefs|Herman Edwards||hired as head coach, signed to a 4-year contract
2006-01-11|Ravens|Mike Johnson||hired as wide receivers coach
2006-01-11|Vikings|Kevin Rogers||hired as quarterbacks coach
2006-01-12|Packers|Mike McCarthy||hired as head coach, signed to a 3-year contract
2006-01-12|Ravens|Mark Carrier||hired as secondary coach
2006-01-12|Vikings|Darrell Wyatt||hired as receivers coach
2006-01-12|Vikings|Jim Hueber||hired as assistant offensive line coach
2006-01-12|Vikings|Brian Murphy||hired as assistant special teams coach
2006-01-12|Vikings|Jimmie Johnson||hired as tight ends coach
2006-01-12|Vikings|Pat Morris||hired as offensive line coach
2006-01-13|Bills||Mike Mularkey|resigned as head coach
2006-01-13|Packers||John Bonamego|fired as special teams coach
2006-01-13|Packers||Larry Beightol|fired as offensive line coach
2006-01-13|Packers||Barry Rubin|fired as strength & conditioning coach
2006-01-13|Packers||Joe Baker|fired as secondary-safeties coach
2006-01-13|Packers||Mark Duffner|fired as linebackers coach
2006-01-13|Vikings|Kevin Stefanski||hired as assistant coach
2006-01-13|Vikings|Matt Sheldon||hired as defensive assistant coach
2006-01-16|Vikings|Eric Bieniemy||hired as running backs coach
2006-01-16|Vikings|Karl Dunbar||hired as defensive line coach
2006-01-17|Giants||Ron Milus|fired as secondary coach
2006-01-17|Jets|Eric Mangini||hired as head coach
2006-01-17|Packers|James Campen||re-signed as assistant offensive line coach
2006-01-17|Packers|Ben McAdoo||hired as tight ends coach
2006-01-17|Packers|Edgar Bennett||re-signed as running backs coach
2006-01-17|Packers|Jimmy Robinson||hired as wide receivers coach
2006-01-17|Packers|Joe Philbin||re-signed as offensive line coach
2006-01-17|Packers|Ty Knott||hired as offensive quality control coach
2006-01-17|Patriots|Dean Pees||promoted from linebackers coach to defensive coordinator
2006-01-18|Chargers||Albert Lewis|fired as assistant secondary coach
2006-01-18|Chargers||Carl Mauck|fired as offensive line coach
2006-01-18|Giants|Peter Giunta||hired as secondary coach
2006-01-18|Saints|Sean Payton||hired as head coach
2006-01-19|Chiefs|Dick Curl||hired as offensive assistant coach / assistant to the head coach/offense (SN)
2006-01-19|Chiefs|Terry Shea||re-signed as quarterbacks coach to a 2-year contract
2006-01-19|Chiefs|Tim Krumrie||hired as defensive line coach
2006-01-19|Chiefs|Charlie Joiner||hired as wide receivers coach, signed to a 2-year contract
2006-01-19|Chiefs|James Saxon||hired as running backs coach, signed to a 2-year contract
