date|team|acquired|relinquished|notes
2006-01-05|Red Sox|Chris McKenna||hired as minor league manager
2006-01-05|Red Sox|Bruce Crabbe||hired as minor league manager and minor league infield coordinator
2006-01-05|Red Sox|Dave Tomlin||hired as minor league manager
2006-01-05|Red Sox|Luis Alicea||hired as minor league manager
2006-01-06|Rockies|Zach Wilson (a)||promoted to manager of scouting
2006-01-09|Angels|Tyrone Boykin||hired as AA manager
2006-01-09|Angels|Bobby Mitchell||hired as A manager
2006-01-09|Angels|Bran Harper||hired as AAA manager
2006-01-09|Angels|Ever Magallanes||hired as R manager
2006-01-09|Mets|Gary Carter||hired as minor league manager
2006-01-10|Indians|Kevin Higgins||hired as minor league manager
2006-01-10|Indians|Mike Sarbaugh||hired as A manager
2006-01-11|Cardinals|Dan Radison||hired as minor league manager
2006-01-11|Cardinals|Keith Mitchell||hired as minor league manager
2006-01-11|Nationals|Bob Henley / Bobby Henley||hired as minor league manager
2006-01-11|Nationals|Bobby Williams||hired as minor league manager
2006-01-11|Nationals|Edgar Caceres||hired as minor league manager
2006-01-11|Nationals|John Stearns||hired as AA manager
2006-01-11|Nationals|Randy Knorr||hired as minor league manager
2006-01-18|Orioles|Gary Allenson||hired as minor league manager
2006-01-18|Royals|Jeff Carter||hired as minor league manager
2006-02-06|Rockies|Clint Hurdle||re-signed as manager to a 1-year contract extension through 2007
2006-02-21|Athletics|Rick Magnante||hired as minor league manager
2006-03-07|Pirates|Turner Ward||hired as minor league manager
2006-03-12|Braves|Bobby Cox||re-signed as manager to a 1-year contract extension through 2007
2006-03-14|Red Sox|Terry Francona||re-signed as manager to a 2-year contract extension through 2008
2006-06-28|Reds|Jerry Narron||re-signed as manager to a 2-year contract extnesion through 2008, with an option for 2009
2006-07-10|Diamondbacks|Bob Melvin||re-signed as manager to a 2-year contract extension through 2008 with a 1-year option for 2009
2006-09-30|Nationals||Frank Robinson|fired as manager
2006-10-02|Cubs||Dusty Baker|fired as manager
2006-10-02|Giants||Felipe Alou (a)|fired as manager
2006-10-03|Marlins||Joe Girardi|fired as manager
2006-10-03|Marlins|Fredi Gonzalez||hired as manager
2006-10-04|Astros|Phil Garner||re-signed as manager to a 1-year contract extension through 2008
2006-10-04|Rangers||Buck Showalter|fired as manager
2006-10-16|Athletics||Ken Macha|fired as manager
2006-10-16|Cubs|Lou Piniella||hired as manager, signed to a 3-year contract
2006-10-20|Twins|Ron Gardenhire||re-signed as manager to a 2-year contract extension through 2009
2006-10-26|Rangers|Mike Daly||hired as manager of scouting operations
2006-10-27|Giants|Bruce Bochy||hired as manager to a 3-year contract
2006-10-31|Nationals|Randy Knorr||hired as A manager
2006-11-02|Braves|Dave Brundage||hired as AAA manager
2006-11-02|Braves|Philip Wellman / Phil Wellman||hired as AA manager
2006-11-03|Padres|Greg Riddoch||hired as A manager
2006-11-06|Cubs|Ivan DeJesus Sr. / Ivan De Jesus Sr.||hired as special assistant to the manager
2006-11-06|Rangers|Ron Washington||hired as manager
2006-11-06|Red Sox|Jose Zapata||hired as manager of Dominican Summer League team
2006-11-06|Tigers|Tom Brookens||hired as minor league manager
2006-11-06|Tigers|Matt Walbeck||hired as AA manager
2006-11-07|Dodgers|Bill McLaughlin||hired as manager-scouting
2006-11-07|Dodgers|Jane Capobianco||hired as manager-scouting and administrative travel
2006-11-08|Padres|Bud Black||hired as manager
2006-11-09|Rangers|Bobby Jones||hired as AAA manager
2006-11-13|Mariners|Eddie Rodriquez||hired as AA manager
2006-11-13|Mariners|Mike Tosar||hired as minor league manager
2006-11-13|Mariners|Daren Brown||hired as AAA manager
2006-11-13|Mariners|Jose Moreno||hired as minor league manager
2006-11-13|Mariners|Scott Steinmann||hired as minor league manager
2006-11-13|Padres|Doug Dascenzo||hired as minor league manager
2006-11-13|Padres|Randy Ready||hired as minor league manager
2006-11-14|Nationals|Manny Acta||hired as manager
2006-11-16|Royals|Tony Tijerina||hired as minor league manager
2006-11-16|Royals|Darryl Kennedy||hired as minor league manager
2006-11-16|Royals|John Mizerock||hired as minor league manager
2006-11-17|Athletics|Bob Geren||promoted to manager
2006-11-20|Cardinals|Chris Maloney||hired as AAA manager
2006-11-20|Cardinals|Ron Warner||hired as minor league manager
2006-11-21|Blue Jays|Gary Catchcart||hired as A manager
2006-11-21|Blue Jays|Doug Davis||hired as AAA manager
2006-11-21|Blue Jays|Gary Cathcart||hired as minor league manager
2006-11-28|Phillies|Kevin Jordan (a)?||hired as minor league manager
2006-11-29|Cubs|Pat Listach||hired as AA manager
2006-11-29|Cubs|Tom Beyers||hired as minor league manager
2006-11-29|Cubs|Buddy Bailey||hired as AAA manager
2006-11-29|Cubs|Jody Davis||hired as minor league manager
2006-11-29|Cubs|Ricardo Medina||hired as minor league manager
2006-11-29|Devil Rays|Charlie Montoyo||hired as AAA manager
2006-11-29|Devil Rays|Billy Gardner Jr.||hired as AA manager
2006-11-29|Devil Rays|Jim Morrison||hired as minor league manager
2006-11-29|Pirates|Gary Green||hired as minor league manager
2006-11-29|Pirates|Jeff Branson||hired as minor league manager
2006-11-29|Pirates|Tom Prince||hired as minor league manager
2006-11-29|Pirates|Turner Ward||hired as minor league manager
2006-12-01|Orioles|Orlando Gomez||hired as minor league manager
2006-12-01|Padres|Carlos Lezcano||hired as A manager
2006-12-01|Padres|Rick Renteria / Rich Renteria||hired as AAA manager
2006-12-05|Cubs|Ryne Sandberg||hired as A manager
2006-12-05|Orioles|Gary Allenson||hired as AAA manager
2006-12-12|Blue Jays|Bill Masse||hired as minor league manager
2006-12-12|Red Sox|Gabe Kapler||hired as A manager
2006-12-12|Red Sox|Arnie Beyeler||hired as AA manager
2006-12-13|Cardinals|Joe Almaraz||hired as minor league manager
2006-12-13|Cardinals|Enrique Brito||hired as minor league manager
2006-12-13|Cardinals|Gaylen Pitts||hired as minor league manager
2006-12-13|Mets|Frank Cacciatore||hired as A manager
2006-12-13|Mets|Mako Oliveras||hired as minor league manager
2006-12-14|Astros|Pete Rancont||hired as minor league manager
2006-12-14|Astros|Gregg Langbehn / Greg Langbehn?||hired as minor league manager
2006-12-14|Astros|Rodney Linares||hired as minor league manager
2006-12-14|Marlins|Darin Everson||hired as minor league manager
2006-12-14|Marlins|Tim Cossins||hired as minor league manager
2006-12-14|Marlins|Brandon Hyde||hired as AA manager
2006-12-14|Marlins|Edwin Rodriguez||hired as minor league manager
2006-12-14|Marlins|Luis Dorante||hired as minor league manager
2006-12-21|Padres|Tony Muser||hired as R manager
2007-01-02|Red Sox|Jon Deeble||hired as minor league manager
2007-01-05|Indians|Tim Laker||hired as minor league manager
2007-01-08|Angels|Tyrone Boykin||hired as minor league manager
2007-01-08|Angels|Bobby Magallanes||hired as minor league manager
2007-01-08|Angels|Ever Magallanes||hired as minor league manager
2007-01-10|Mets|Tim Teufel||hired as A manager
2007-01-16|Rangers|Andy Fox||re-signed as minor league manager
2007-01-16|Rangers|Dave Anderson||hired as minor league manager
2007-01-16|Rangers|Mike Micucci||hired as minor league manager
2007-01-16|Rangers|Pedro Lopez (c)||hired as minor league manager
2007-01-18|White Sox|Chris Cron||hired as minor league manager
2007-01-18|White Sox|Chris Jones||hired as minor league manager
2007-01-18|White Sox|Marc Bombard||hired as AAA manager
2007-01-18|White Sox|Omer Munoz||hired as minor league manager
2007-01-18|White Sox|Rafael Santana||hired as AA manager
2007-01-18|White Sox|Tim Blackwell||hired as minor league manager
2007-01-24|Blue Jays|Clayton McCullough||hired as minor league manager
2007-01-25|Mets|Willie Randolph||re-signed as manager to a 3-year contract extension
2007-02-20|Blue Jays|John Gibbons||re-signed as manager to a contract extension through 2008
2007-03-20|Dodgers|Grady Little||team exercised contract option on manager for 2008 and added a team option for 2009
2007-04-02|Rockies|Clint Hurdle||re-signed as manager to a 2-year contract extension through 2009
2007-04-16|Blue Jays|Charlie Wilson||re-signed as minor league operations manager to a 3-year contract extension
2007-04-18|Braves|Bobby Cox||re-signed as manager to a 1-year contract extension through 2008
2007-04-20|Red Sox|Gary DiSarcina||hired as A manager
2007-05-13|Indians|Keith Woolner||hired as manager of baseball research & analysis
2007-06-18|Orioles||Sam Perlozzo|fired as manager
2007-06-18|Orioles|Dave Trembley||promoted to interim manager
2007-07-01|Mariners||Mike Hargrove|resigned as manager
2007-07-01|Mariners|John McLaren||promoted to manager
2007-07-02|Reds||Jerry Narron|fired as manager
2007-07-02|Reds|Pete Mackanin||promoted to interim manager
2007-07-16|Indians|Eric Wedge||re-signed as manager to a 3-year contract extension through 2010
2007-07-31|Orioles|Dave Trembley||promoted to manager through 2007 season
2007-08-22|Orioles|Dave Trembley||re-signed as manager through 2008 with a 1-year option for 2009
2007-08-27|Astros||Phil Garner|fired as manager
2007-08-27|Astros|Cecil Cooper||promoted to interim manager
2007-08-30|Rangers|Ron Washington||team exercised contract option on manager for 2009
2007-09-08|Devil Rays|Joe Maddon||team exercised contract option as manager through 2009
2007-09-11|White Sox|Ozzie Guillen||re-signed as manager to a multi-year contract extension through 2012
2007-09-24|Athletics|Bob Geren||team exercised contract option on manager for 2009
2007-09-28|Astros|Cecil Cooper||promoted to manager and signed to a 2-year contract through 2009 with a 1-year team option for 2010
2007-09-28|Nationals|Manny Acta||team exercised contract option as manager for 2009
2007-10-01|Orioles||Brian Figueroa|fired as AA manager
2007-10-01|Tigers|Jim Leyland||re-signed as manager to a contract extension through 2009
2007-10-05|Pirates||Jim Tracy|fired as manager
2007-10-09|Phillies|Charlie Manuel||re-signed as manager to a 2-year contract extension with a team option for 2010
2007-10-14|Reds|Dusty Baker||hired as manager, signed to a 3-year contract
2007-10-18|Reds|Pat Kelly||hired as R manager
2007-10-18|Yankees||Joe Torre (a)|resigned as manager
2007-10-19|Royals|Trey Hillman||hired as manager
2007-10-22|Cardinals|Tony LaRussa / Tony La Russa||re-signed as manager to a 2-year contract extension
2007-10-30|Dodgers||Grady Little|resigned as manager
2007-10-30|Yankees|Joe Girardi||hired as manager, signed to a 3-year contract
2007-11-01|Dodgers|Joe Torre (a)||hired as manager, signed to a 3-year contract
2007-11-05|Pirates|John Russell||hired as manager
2007-11-08|Athletics|Todd Steverson||hired as AAA manager
2007-11-13|Cardinals|Osbert O'Campo||hired as manager of amateur scouting
2007-11-16|Tigers|Joe DePastino||hired as A manager
2007-11-16|Tigers|Tom Brookens||promoted to AA manager
2007-11-30|Angels|Bobby Mitchell||hired as AAA manager
2007-11-30|Astros|Dave Clark||hired as AAA manager
2007-11-30|Indians|Travis Fryman||hired as A manager
2007-12-07|Red Sox|Kevin Boles||hired as A manager
2007-12-10|Astros|Luis Pujols||hired as AA manager
2007-12-11|Brewers|Tony Diggs||hired as R manager
2007-12-11|Brewers|Rene Gonzales||hired as R manager
2007-12-18|Cubs|Bud Bailey||hired as AA manager
2007-12-18|Cubs|Franklin Font||hired as R manager
2008-01-04|Padres|Bill Masse||hired as AA manager
2008-01-14|Blue Jays|Dave Pano||hired as R manager
2008-01-14|Blue Jays|Clayton McCullough||hired as A manager
2008-01-14|Blue Jays|Gary Cathcart||hired as AA manager
2008-01-14|Padres|Randy Ready||hired as AAA manager
2008-01-14|Padres|Jose Flores (a)||hired as R manager
2008-02-08|Brewers|Ned Yost Sr.||team exercised contract option on manager for 2009
2008-02-22|Mets|Adam Fisher||promoted to manager of baseball operations
2008-02-22|Mets|Joe Scarola||promoted to manager of video operations
2008-02-22|Mets|Leonor Barua||promoted to manager of major league administration
2008-02-24|Red Sox|Terry Francona||re-signed as manager to a 3-year contract extension through 2011 with a 2-year team option
2008-03-25|Padres|Bud Black||team exercised contract option for 2009 on manager
2008-05-23|Braves|Bobby Cox||re-signed as manager to a 1-year contract extension through 2009
2008-06-17|Mets||Willie Randolph|fired as manager
2008-06-17|Mets|Jerry Manuel||hired as interim manager
2008-06-17|Mets|Marty Scott||hired as AAA manager
2008-06-19|Mariners||John McLaren|fired as manager
2008-06-19|Mariners|Jim Riggleman||promoted to manager
2008-06-20|Blue Jays||John Gibbons|fired as manager
2008-06-20|Blue Jays|Clarence Gaston / Cito Gaston||hired as interim manager
2008-09-05|Orioles|Dave Trembley||team exercised contract option on manager for 2009
2008-09-15|Brewers||Ned Yost Sr.|fired as manager
2008-09-15|Brewers|Dale Sveum||promoted to interim manager
2008-09-25|Blue Jays|Clarence Gaston / Cito Gaston||re-signed as manager to a contract extension through 2010
2008-09-30|Cubs|Lou Piniella||team exercised contract option on manager through 2010
2008-10-03|Mets|Jerry Manuel||re-signed as manager to a 2-year contract with a team option for 2011
2008-10-22|Mariners|Jack Zduriencik||hired as executive VP and general manager of baseball operations
2008-10-30|Brewers|Ken Macha||hired as manager, signed to a 2-year contract
2008-10-31|Dodgers|Carlos Subero||hired as A manager
2008-10-31|Dodgers|Damon Berryhill||hired as R manager
2008-10-31|Dodgers|John Valentin||hired as AA manager
2008-11-13|Twins|Ron Gardenhire||re-signed as manager to a 2-year contract extension through 2013
2008-11-19|Mariners|Don Wakamatsu||hired as manager
2008-12-03|Astros|Jim Pankovits||hired as A manager
2008-12-03|Astros|Marc Bombard||hired as AAA manager
2008-12-03|Astros|Omar Lopez||hired as R manager
2008-12-03|Astros|Tom Lawless||hired as A manager
2008-12-03|Astros|Wes Clements||hired as A manager
2008-12-09|Phillies|Charlie Manuel||team exercised contract option on manager for 2010 and re-signed to a contract extension through 2011
2009-01-06|Athletics|Tony DeFrancesco||re-assigned as AAA manager
2009-02-17|Marlins|Fredi Gonzalez||re-signed as manager to a contract extension through 2011
2009-02-21|Pirates|John Russell||team exercised contract option on manager through 2010
2009-03-24|Athletics|Bob Geren||re-signed as manager to a 1-year contract extension through 2010 with a team option for 2011
2009-04-18|Astros|Cecil Cooper||team exercised contract option on manager for 2010
2009-05-07|Diamondbacks||Bob Melvin|fired as manager
2009-05-08|Diamondbacks|A.J. Hinch||promoted to manager
2009-05-20|Rays|Joe Maddon||re-signed as manager to a 3-year contract extension
2009-05-29|Rockies||Clint Hurdle|fired as manager
2009-05-29|Rockies|Jim Tracy||promoted to interim manager
2009-06-08|Rangers|Ron Washington||team exercised contract option on manager for 2010
2009-06-19|Tigers|Jim Leyland||re-signed as manager to a contract extension through 2011
2009-07-13|Nationals||Manny Acta|fired as manager
2009-07-13|Nationals|Jim Riggleman||promoted to interim manager
2009-09-21|Astros||Cecil Cooper|fired as manager
2009-09-21|Astros|Dave Clark||promoted to interim manager
2009-09-23|Braves|Bobby Cox||re-signed as manager to a 1-year contract extension through 2010
2009-09-30|Indians||Eric Wedge|fired as manager (effective at the end of the season)
2009-10-09|Blue Jays||Mike Basso|fired as AAA manager
2009-10-12|Giants|Bruce Bochy||re-signed as manager to a 2-year contract extension
2009-10-21|Twins|Chris Heintz||hired as minor league manager
2009-10-21|Twins|Jake Mauer||hired as minor league (A?) manager
2009-10-21|Twins|Jeff Smith||hired as AA manager
2009-10-21|Twins|Tom Nieto||hired as AAA manager
2009-10-25|Indians|Manny Acta||hired as manager, signed to a 3-year contract
2009-10-26|Cardinals|Tony LaRussa / Tony La Russa||re-signed as manager to a 1-year contract extension
2009-10-27|Astros|(James) Brad Mills||hired as manager
2009-10-30|Blue Jays|Clarence Gaston / Cito Gaston||re-signed to a 4-year consulting agreement following his retirement as manager after the 2010 season
2009-11-04|Cardinals|Dann Bilardello||hired as minor league manager
2009-11-04|Cardinals|Johnny Rodriguez||hired as minor league manager
2009-11-12|Nationals|Jim Riggleman||promoted to manager
2009-11-13|Reds|David Bell||hired as AA manager
2009-11-16|Astros|Rodney Linares||hired as minor league manager
2009-11-16|Astros|Tom Lawless||hired as minor league manager
2009-11-16|Astros|Wes Clements||promoted to AA manager
2009-11-16|Mets|Wally Backman||hired as minor league manager
2009-11-17|Mets|Tim Teufel||promoted to AA manager
2009-11-18|Rockies|Jim Tracy||promoted to manager, signed to a 3-year contract
2009-11-18|Royals|Darryl Kennedy||hired as minor league manager
2009-11-18|Royals|Brian Buchanan||hired as minor league manager
2009-11-23|Astros|Ed Romero||hired as minor league manager
2009-11-25|Blue Jays|Dan Rohn||hired as AAA manager
2009-11-25|Blue Jays|Clayton McCullough||hired as A manager
2009-11-25|Blue Jays|Luis Rivera||hired as AA manager
2009-11-25|Blue Jays|Sal Fasano||hired as minor league manager
2009-11-30|Red Sox|Torey Lovullo||hired as AAA manager
2009-12-01|Padres|Doug Dascenzo||promoted to AA manager
2009-12-01|Padres|Jose Flores (a)||promoted to minor league manager
2009-12-01|Padres|Terry Kennedy||promoted to AAA manager
2009-12-03|Rangers|Jayce Tingler||hired as minor league manager
2009-12-03|Rangers|Bill Richardson||hired as minor league manager
2009-12-03|Rangers|Steve Buechele||hired as AA manager
2009-12-07|Cubs|Ryne Sandberg||promoted to AAA manager
2009-12-11|Indians|Chris Tremie||hired as minor league manager and catching coordinator
2009-12-11|Indians|Ted Kubiak||hired as minor league manager
2009-12-11|Indians|Aaron Holbert||hired as minor league manager
2009-12-15|Phillies|Dusty Wathan||hired as minor league manager
2009-12-15|Phillies|Mark Parent||hired as minor league manager
2009-12-15|Phillies|Roly de Armas||hired as minor league manager
2009-12-16|Rays|Michael Johns (a)?||hired as minor league manager
2009-12-16|Rays|Brady Williams||hired as minor league manager
2009-12-16|Rays|Jared Sandberg||hired as minor league manager
2009-12-21|Red Sox|Kevin Boles||hired as minor league manager
2009-12-21|Red Sox|Arnie Beyeler||hired as AA manager
2009-12-21|Red Sox|Billy McMillon||hired as minor league manager
2010-01-05|Brewers|Bob Miscik||hired as minor leauge manager
2010-01-05|Brewers|Joe Ayrault||hired as minor league manager
2010-01-05|Brewers|Nestor Corredor||hired as Dominican League manager
2010-01-05|Brewers|Mike Guerrero / Michael Guerrero?||hired as AA manager
2010-01-06|Athletics|Aaron Nieckula||hired as minor league manager
2010-01-06|Athletics|Steve Scarsone||hired as minor league manager
2010-01-06|Red Sox|David Finley||promoted to special assistant to the general manager
2010-01-07|Orioles|Elvis Morel||hired as Dominican League manager
2010-01-07|Orioles|Miguel Jabalera||hired as Dominican League manager
2010-01-07|Orioles|Ryan Minor||promoted to minor league manager
2010-01-07|Rangers|Bill Haselman||hired as minor league manager
2010-01-12|Giants|Andy Skeels||hired as AA manager
2010-01-12|Giants|Brian Harper||hired as minor league manager
2010-01-12|Giants|Steve Decker||hired as AAA manager
2010-02-04|Mets|Edgar Alfonzo||hired as minor league manager
2010-02-18|Cardinals|Matt Carroll||promoted to manager of professional scouting
2010-05-13|Royals||Trey Hillman|fired as manager
2010-05-13|Royals|Ned Yost Sr.||hired as manager
2010-06-04|Orioles||Dave Trembley|fired as manager
2010-06-04|Orioles|Juan Samuel||promoted to interim manager
2010-06-23|Marlins||Fredi Gonzalez|fired as manager
2010-06-23|Marlins|Edwin Rodriguez||promoted to interim manager through the rest of the season
2010-07-01|Diamondbacks||A.J. Hinch|fired as manager
2010-07-01|Diamondbacks|Kirk Gibson||promoted to interim manager
2010-07-19|Padres|Bud Black||re-signed as manager to a 3-year contract extension through 2013
2010-07-20|Cubs||Lou Piniella|retired as manager (effective at the end of the 2010 season) (later changed to 08-22)
2010-07-29|Orioles|Buck Showalter||hired as manager, signed to a multi-year contract
2010-07-31|Royals|Ned Yost Sr.||re-signed as manager to a 2-year contract extension
2010-08-09|Mariners||Don Wakamatsu|fired as manager
2010-08-09|Mariners|Daren Brown||promoted to interim manager
2010-08-22|Cubs||Lou Piniella|retired as manager
2010-08-22|Cubs|Mike Quade||promoted to interim manager
2010-09-09|Astros||Marc Bombard|fired as AAA manager
2010-09-09|Astros||Wes Clements|fired as AA manager
2010-09-11|Athletics|Bob Geren||team exercised contract option on manager for 2011
2010-09-16|Cardinals|Michael Elias||promoted to manager of amateur scouting
2010-09-17|Dodgers||Joe Torre (a)|retired as manager (effective at the end of the season)
2010-09-17|Dodgers|Don Mattingly||promoted to manager for the 2011 season
2010-10-04|Brewers||Ken Macha|team declined to exercise contract option as manager for 2011
2010-10-04|Diamondbacks|Kirk Gibson||promoted to manager, signed to a 2-year contract
2010-10-04|Mets||Jerry Manuel|team declined to exercise contract option as manager for 2011
2010-10-04|Pirates||John Russell|fired as manager
2010-10-04|Reds|Dusty Baker||re-signed as manager to a 2-year contract extension through 2012
2010-10-05|Brewers|Don Money||re-signed as AAA manager to a 1-year contract
2010-10-08|Astros|(James) Brad Mills||team exercised contract option on manager for 2012 and added a team option for 2013
2010-10-11|Braves||Bobby Cox|retired as manager
2010-10-13|Braves|Fredi Gonzalez||hired as manager
2010-10-18|Cardinals|Tony LaRussa / Tony La Russa||re-signed as manager to a 1-year contract extension
2010-10-18|Mariners|Eric Wedge||hired as manager
2010-10-19|Cubs|Mike Quade||promoted to manager, signed to a 2-year contract
2010-10-21|Tigers|Ernie Young||hired as minor league manager
2010-10-25|Blue Jays|John Farrell||hired as manager
2010-10-29|Royals|Vance Wilson||hired as minor league manager
2010-10-29|Yankees|Joe Girardi||re-signed as manager to a 3-year contract
2010-11-03|Cubs||Ryne Sandberg|resigned as AAA manager
2010-11-03|Marlins|Edwin Rodriguez||promoted to manager, re-signed to a contract extension through 2011
2010-11-04|Brewers|Ron Roenicke||hired as manager, signed to a 2-year contract through 2012
2010-11-04|Rangers|Ron Washington||re-signed as manager to a 2-year contract extension
2010-11-09|Padres|Jim Gabella||hired as minor league manager
2010-11-09|Padres|Pat Murphy||hired as minor league manager
2010-11-09|Padres|Shawn Wooten||hired as minor league manager
2010-11-11|Tigers|Phil Nevin||hired as AAA manager
2010-11-15|Phillies|Ryne Sandberg||hired as AAA manager
2010-11-15|Pirates|Clint Hurdle||hired as manager
2010-11-17|Astros|Tony DeFrancesco||hired as AAA manager
2010-11-18|Braves|Paul Runge||hired as minor league (A?) manager
2010-11-18|Braves|Randy Ingle||hired as minor league manager
2010-11-18|Braves|Jonathan Schuerholz / Jon Schuerholz||hired as minor league manager
2010-11-18|Braves|Luis Salazar||hired as minor league (A?) manager
2010-11-18|Braves|Rocket Wheeler||hired as AA manager
2010-11-22|Astros|Tom Lawless||promoted to AA manager
2010-11-22|Mets|Terry Collins||promoted to manager, signed to a 2-year contract
2010-11-23|Orioles|Gary Allenson||hired as AAA manager
2010-11-30|Blue Jays|Omar Malave||reassigned as minor league manager
2010-11-30|Blue Jays|Dennis Holmberg||hired as minor league manager
2010-11-30|Blue Jays|John Schneider||hired as minor league manager
2010-11-30|Blue Jays|Marty Brown||hired as AAA manager
2010-11-30|Blue Jays|Mike Redmond||hired as minor league manager
2010-11-30|Blue Jays|Sal Fasano||hired as minor league (AA?) manager
2010-12-03|Rangers|Hector Ortiz||hired as minor league manager
2010-12-03|Rangers|Jason Wood||promoted to minor league manager
2010-12-07|Angels|Bill Mosiello||hired as AA manager
2010-12-07|Angels|Brenton Del Chiaro / Brent Del Chiaro||hired as minor league manager
2010-12-07|Angels|Keith Johnson||hired as AAA manager
2010-12-07|Angels|Tom Gamboa||hired as A manager
2010-12-08|Astros|Stubby Clapp||hired as minor league roving infield instructor and minor league manager
2010-12-08|Astros|Tom Spencer||hired as minor league manager
2010-12-13|Diamondbacks|Audo Vicente||hired as minor league manager
2010-12-13|Diamondbacks|Jason Hardtke||hired as A manager
2010-12-13|Diamondbacks|Kelly Stinnett||hired as minor league manager
2010-12-13|Diamondbacks|Turner Ward||hired as AA manager
2010-12-13|Tigers|Chris Cron||hired as AA manager
2010-12-13|Tigers|Dave Huppert||hired as A manager
2010-12-15|Rockies|Duane Espy||hired as AA manager
2010-12-16|Cubs|Bill Dancy||hired as AAA manager
2010-12-16|Cubs|Brian Harper||hired as AA manager
2010-12-16|Cubs|Mark Johnson (L.)?||hired as minor league manager
2010-12-20|White Sox|Bobby Magallenes||hired as AA manager
2010-12-20|White Sox|Joe McEwing||hired as AAA manager
2010-12-20|White Sox|Julio Vinas||hired as minor league (A?) manager
2010-12-20|White Sox|Pete Rose Jr.||hired as minor league manager
2010-12-20|White Sox|Ryan Newman||hired as minor league manager
2010-12-20|White Sox|Tommy Thompson||hired as minor league manager
2010-12-21|Astros|Ed Romero||hired as minor league manager
2010-12-21|Astros|Omar Lopez||hired as minor league manager
2010-12-22|Pirates|Dave Turgeon||hired as minor league manager
2010-12-22|Pirates|P.J. Forbes||hired as AA manager
2010-12-22|Pirates|Carlos Garcia||promoted to minor league manager
2010-12-22|Pirates|Dean Treanor||promoted to AAA manager
2010-12-22|Pirates|Gary Robinson||hired as minor league manager
2010-12-22|Red Sox|Arnie Beyeler||promoted to AAA manager
2010-12-22|Red Sox|Bruce Crabbe||promoted to minor league (A?) manager
2010-12-22|Red Sox|George Lombard||promoted to minor league manager
2010-12-22|Red Sox|Kevin Boles||promoted to AA manager
2011-01-05|Athletics|Rick Magnante||hired as minor league manager
2011-01-10|Yankees|Luis Sojo||hired as minor league manager
2011-01-13|Giants|Andy Skeels||hired as minor league manager
2011-01-13|Giants|Dave Machemer||hired as AA manager
2011-01-13|Giants|Lipso Nava||hired as minor league manager
2011-01-14|Marlins|Andy Barkett||hired as AA manager
2011-01-14|Marlins|Dave Berg (a)?||hired as minor league (A?) manager
2011-01-21|Mets|Tim Teufel||promoted to AAA manager
2011-01-21|White Sox|Ozzie Guillen||team exercised contract option as manager through 2012
2011-01-24|Mets|Wally Backman||promoted to AA manager
2011-01-27|Orioles|Gary Kendall||promoted to AA manager
2011-02-04|Giants|Bruce Bochy||re-signed as manager to a contract extension through 2012
2011-02-28|Mets|Frank Fultz||hired as minor league manager
2011-02-28|Mets|Luis Rojas||hired as minor league manager
2011-02-28|Mets|Pedro Lopez||hired as minor league manager
2011-02-28|Mets|Ryan Ellis||hired as minor league manager
2011-03-10|Phillies|Charlie Manuel||re-signed as manager to a 2-year contract extension through 2013
2011-06-09|Athletics||Bob Geren|fired as manager
2011-06-09|Athletics|Bob Melvin||hired as interim manager
2011-06-19|Marlins||Edwin Rodriguez|resigned as manager
2011-06-20|Marlins|Jack McKeon||hired as interim manager
2011-06-23|Nationals||Jim Riggleman|resigned as manager
2011-06-24|Nationals|John McLaren||promoted to interim manager
2011-06-26|Nationals|Davey Johnson||hired as manager
2011-08-08|Tigers|Jim Leyland||re-signed as manager to a 1-year contract extension through 2012
2011-09-09|Twins||Tom Nieto|fired as AAA manager
2011-09-14|Rockies|Zack Rosenthal||hired as manager of baseball operations / assistant general counsel
2011-09-21|Athletics|Bob Melvin||promoted to manager, signed to a 3-year contract
2011-09-22|Brewers|Darnell Coles||reassigned to AA manager
2011-09-22|Brewers|Mike Guerrero / Michael Guerrero?||promoted to AAA manager
2011-09-26|Marlins||Jack McKeon|retired as manager
2011-09-26|White Sox||Ozzie Guillen|resigned as manager
2011-09-27|Mets|Terry Collins||team exercised contract option on manager through 2013
2011-09-27|White Sox|Don Cooper||promoted to interim manager
2011-09-27|Marlins|Ricardo Andres||compensation for Marlins signing manager Ozzie Guillen
2011-09-27|White Sox||Ricardo Andres|compensation for Marlins signing manager Ozzie Guillen
2011-09-28|Marlins|Ozzie Guillen||hired as manager
2011-09-29|Indians|Manny Acta||team exercised contract option on manager through 2013
2011-09-30|Red Sox||Terry Francona|team declined to exercise contract option as manager for 2012
2011-10-06|White Sox|Robin Ventura||hired as manager, signed to a multi-year contract
2011-10-18|Braves|Randy Ingle||hired as minor league manager
2011-10-18|Braves|Aaron Holbert||hired as AA manager
2011-10-18|Braves|Jonathan Schuerholz / Jon Schuerholz||hired as minor league manager
2011-10-18|Braves|Ralph Wheeler||hired as minor league (A?) manager
2011-10-31|Cardinals||Tony LaRussa / Tony La Russa|retired as manager
2011-10-31|Nationals|Davey Johnson||team exercised contract option as manager for 2012
2011-11-01|Mariners|Pedro Grifol||promoted to minor league manager
2011-11-02|Cubs||Mike Quade|fired as manager
2011-11-03|Diamondbacks|Kirk Gibson||re-signed as manager to a contract extension through 2014
2011-11-10|Padres|John Gibbons||hired as AA manager
